#index	date	close	open	high	low	volume	percent_change	dollar_change	spread
0	2011-12-07	27.450001	27.50	27.76	24.00	1413700	-0.001818145454545443	-0.04999899999999968	0.13685168085802224	
1	2011-12-08	26.549999	26.059999	27.780001	25.76	719600	0.018802763576468227	0.48999999999999844	0.07679152544350969	
2	2011-12-09	27.91	27.93	28.00	26.700001	716200	-0.0007160759040458136	-0.019999999999999574	0.0465615687679083	
3	2011-12-12	27.450001	28.280001	28.280001	27.00	393300	-0.029349362469965907	-0.8299999999999983	0.045935795947037596	
4	2011-12-13	27.50	28.530001	28.530001	27.01	452500	-0.03610238219059294	-1.0300009999999986	0.05425668295097825	
5	2011-12-14	27.120001	28.190001	28.190001	26.85	444400	-0.037956720895469295	-1.0700000000000003	0.048454201827727195	
6	2011-12-15	28.33	27.870001	29.10	27.60	1417600	0.016505166253851223	0.4599989999999998	0.05338078196831349	
7	2011-12-16	28.459999	29.92	29.92	28.00	966700	-0.04879682486631022	-1.4600010000000019	0.06577595179472345	
8	2011-12-19	28.969999	28.690001	29.459999	28.41	1048500	0.00975942803208695	0.27999800000000263	0.03642036073534512	
9	2011-12-20	30.25	29.50	30.620001	29.469999	2017200	0.025423728813559324	0.75	0.03849379079497898	
10	2011-12-21	27.67	30.00	30.00	27.51	2871800	-0.0776666666666666	-2.3299999999999983	0.0863533899774579	
11	2011-12-22	24.530001	27.120001	27.60	23.99	6294100	-0.09550147140481301	-2.59	0.1397870226607156	
12	2011-12-23	26.02	24.709999	27.139999	24.50	2744200	0.05301501630979426	1.3100009999999997	0.10408038841080992	
13	2011-12-27	25.940001	25.360001	26.10	24.629999	2887400	0.02287066155872779	0.5799999999999983	0.057309978272515466	
14	2011-12-28	25.77	25.25	25.98	24.940001	2098600	0.020594059405940578	0.5199999999999996	0.04076828694629564	
15	2011-12-29	24.82	25.540001	25.66	24.790001	2247300	-0.02819111087740364	-0.7200009999999999	0.0345511907356793	
16	2011-12-30	25.209999	24.969999	25.549999	24.639999	1798400	0.009611534225531944	0.23999999999999844	0.03626943149738668	
17	2012-01-03	26.629999	26.15	27.35	26.110001	3721800	0.01835560229445518	0.47999900000000295	0.04698745826046722	
18	2012-01-04	25.68	25.82	26.09	25.41	1681000	-0.005422153369481045	-0.14000000000000057	0.02640776699029125	
19	2012-01-05	25.52	24.57	25.82	24.57	1534700	0.038665038665038634	0.9499999999999993	0.049910161708923935	
20	2012-01-06	25.57	25.52	26.02	25.17	1484800	0.0019592476489028493	0.05000000000000071	0.0332746134272851	
21	2012-01-09	26.26	25.74	26.77	25.65	1965300	0.020202020202020325	0.5200000000000031	0.04307692307692312	
22	2012-01-10	27.75	26.73	28.24	26.59	4177500	0.03815937149270481	1.0199999999999996	0.06057268722466955	
23	2012-01-11	27.790001	26.690001	28.219999	26.559999	1803300	0.041213936260249724	1.1000000000000014	0.06093979218282702	
24	2012-01-12	28.459999	27.870001	29.17	27.799999	2005600	0.021169644019747306	0.5899980000000014	0.048641966980294764	
25	2012-01-13	29.51	28.219999	29.77	27.93	1993400	0.04571229786365336	1.2900010000000002	0.063745021024511	
26	2012-01-17	28.99	29.58	29.799999	28.91	3210100	-0.01994590939824205	-0.5899999999999999	0.030390950998804837	
