#index	date	close	open	high	low	volume	dVolume	percent_change	dollar_change	spread	var	entropy	slope	concavity	answer
40	2008-08-20	0.52	0.52	0.52	0.52	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.446254600793	0.23747947663	0.0273310187449	0.153004387957	0.0
41	2008-08-21	0.52	0.52	0.52	0.52	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.60335769604	0.155185567542	-0.00639075205091	-0.0277338104292	0.0
42	2008-08-22	0.52	0.52	0.52	0.52	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.645036737141	0.211189979463	-0.00639075205091	-0.000311463087844	0.0
43	2008-08-25	0.52	0.52	0.52	0.52	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.7636203315	0.0909700734969	-0.00639075205091	-0.000311463087844	0.0
44	2008-08-26	0.52	0.52	0.52	0.52	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.7636203315	-0.290706911631	-0.00639075205091	-0.000311463087844	0.0
45	2008-08-27	0.52	0.52	0.52	0.52	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.764359798358	-0.835037399204	-0.00639075205091	-0.000311463087844	0.0
46	2008-08-28	0.52	0.52	0.52	0.52	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.765233713736	-1.69738905065	-0.00639075205091	-0.000311463087844	0.0
47	2008-08-29	0.52	0.52	0.52	0.52	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.76765378709	-1.8531625676	-0.00639075205091	-0.000311463087844	0.0
48	2008-09-02	0.52	0.52	0.52	0.52	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.76765378709	-2.06582178059	-0.00639075205091	-0.000311463087844	0.0
49	2008-09-03	0.52	0.52	0.52	0.52	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.76765378709	-2.3404841068	-0.00639075205091	-0.000311463087844	0.0
50	2008-09-04	0.52	0.52	0.52	0.52	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.76765378709	-2.58736873458	-0.00639075205091	-0.000311463087844	0.0
51	2008-09-05	0.52	0.52	0.52	0.52	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.76765378709	-2.89417561859	-0.00639075205091	-0.000311463087844	0.0
52	2008-09-08	0.52	0.52	0.52	0.52	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.76765378709	-3.26901643255	-0.00639075205091	-0.000311463087844	0.0
53	2008-09-09	0.52	0.52	0.52	0.52	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.76765378709	-3.72470367837	-0.00639075205091	-0.000311463087844	1.0
54	2008-09-10	0.53	0.53	0.56	0.53	8000	-0.0433660532443	-0.0044832967559	0.0	0.549979875749	-0.767048768752	-4.28360951785	0.0863441176375	0.0433149985915	0.0
55	2008-09-11	0.53	0.53	0.53	0.53	0	-0.0515436652856	-0.0044832967559	0.0	-1.32348669181	-0.766578198933	-4.69825132651	-0.0654038509435	-0.0863179161129	0.0
56	2008-09-12	0.53	0.53	0.53	0.53	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.766242077634	-5.19183689584	0.010470133347	0.0557797019285	1.0
57	2008-09-15	0.55	0.55	0.57	0.55	7500	-0.0433660532443	-0.0044832967559	0.0	-0.119926351439	-0.762006949264	-5.78691230158	0.179078987326	0.0732302866002	0.0
58	2008-09-16	0.51	0.51	0.55	0.51	4500	-0.0466370980608	-0.0044832967559	0.0	1.27242776781	-0.760595239807	-5.558389748	-0.49535642859	-0.346830215855	0.0
59	2008-09-17	0.51	0.51	0.51	0.5	6200	-0.0402767331398	-0.0044832967559	0.0	-0.674508076905	-0.75931797887	-6.1645010982	0.263383414315	0.455896679045	0.0
60	2008-09-18	0.48	0.48	0.51	0.48	15000	-0.0317591200244	-0.0044832967559	0.0	0.745132643203	-0.747486509138	-4.63235197741	-0.352038902708	-0.382977855532	0.0
61	2008-09-19	0.47	0.47	0.49	0.47	10500	-0.0458193368567	-0.0044832967559	0.0	0.0849349830924	-0.732361050674	-5.558389748	0.0779136749385	0.26892612899	0.0
62	2008-09-22	0.47	0.47	0.47	0.47	0	-0.0515436652856	-0.0044832967559	0.0	-1.32348669181	-0.720596805202	-6.15398363686	0.00203969064804	-0.0825785051118	0.0
63	2008-09-23	0.47	0.47	0.47	0.47	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.712193772722	-4.33117999123	-0.0232516374488	-0.0152691070922	0.0
64	2008-09-24	0.47	0.47	0.47	0.47	0	-0.0433660532443	-0.0044832967559	0.0	-1.32348669181	-0.710580390486	-3.91653818258	-0.00639075205091	0.0133997105828	0.0
