#index	date	close	open	high	low	volume	dVolume	percent_change	dollar_change	spread	var	entropy	slope	concavity	answer
40	2012-05-21	0.503	5.24	5.39	5.0	278000	-0.664357184194	-0.866308012477	-4.737	1.06501596043	-0.430386581487	0.585593435413	-0.0343421960857	-0.00384464326116	0.0
41	2012-05-22	0.486	5.03	5.18	4.62	517000	0.379532179678	-0.864898680215	-4.5440000000000005	2.30210874118	-0.430252441585	0.585593435413	-0.0265016355539	0.00723665061438	0.0
42	2012-05-23	0.469	4.79	4.86	4.31	680000	0.0249443327509	-0.861998731685	-4.321	2.41471715854	-0.430053426747	0.585593435413	-0.0260578302408	-0.000448411739385	1.0
43	2012-05-24	0.48	4.74	4.86	4.74	201000	-0.639180162847	-0.854471874339	-4.26	-0.588175604341	-0.429950779235	0.585593435413	0.0180268308621	0.0198201238169	1.0
44	2012-05-25	0.5	4.81	5.1	4.81	292000	0.114469188627	-0.848447073822	-4.31	0.575729122051	-0.430045896621	0.380806323525	0.00367712573796	-0.0141857328307	1.0
45	2012-05-29	0.506	5.04	5.14	4.94	697000	0.722945237672	-0.856422316781	-4.534	-0.107033286148	-0.430431416734	0.380806323525	-0.0201404260659	-0.0109418963131	1.0
46	2012-05-30	0.529	5.06	5.31	5.0	2237000	1.25862746984	-0.847110824617	-4.531	0.60709093702	-0.430431416734	0.380806323525	0.0246839105588	0.0251539489632	1.0
47	2012-05-31	0.55	5.29	5.52	5.29	910000	-0.566751432671	-0.848402969219	-4.74	0.0152085366256	-0.430204141057	0.380806323525	-0.000317122080081	-0.0177779007864	1.0
48	2012-06-01	0.551	5.4	5.54	5.28	669000	-0.352884377329	-0.852740903647	-4.849	0.173702582154	-0.430008215502	0.231196100321	-0.0257619600321	-0.0100057555731	0.0
49	2012-06-04	0.55	5.57	5.6	5.37	222000	-0.615570360533	-0.860133685236	-5.0200000000000005	-0.0511050606763	-0.429852785971	-0.0855607887926	-0.00889735813366	0.0124833929012	1.0
50	2012-06-05	0.562	5.5	5.67	5.5	483000	0.585318845391	-0.852415946065	-4.938	-0.402135767494	-0.429647135273	-0.621973180697	0.00841104907787	0.00627873915952	1.0
51	2012-06-06	0.588	5.63	5.88	5.59	1163000	0.736545137403	-0.847346398394	-5.042	0.282221355831	-0.429365197586	0.231196100321	0.0171392202358	0.000248251136877	0.0
52	2012-06-07	0.569	5.86	6.0	5.6	917000	-0.31816151997	-0.863824255276	-5.291	0.85558278852	-0.429659898888	0.594212378673	-0.0667399839431	-0.0418563114472	1.0
53	2012-06-08	0.573	5.63	5.86	5.6	304000	-0.615780568962	-0.853326348107	-5.057	0.108380029613	-0.429974609392	0.8409616931	0.0214293382626	0.0538695218942	1.0
54	2012-06-11	0.583	5.85	5.89	5.62	673000	0.610159462118	-0.858080322944	-5.2669999999999995	0.110436727586	-0.430150891581	0.984671864687	-0.00593865604622	-0.0235471402305	1.0
55	2012-06-12	0.59	5.86	5.94	5.74	1675000	0.78929278202	-0.855780916771	-5.2700000000000005	-0.293044803656	-0.430360881502	0.984671864687	-0.010228774073	-0.00153694748354	0.0
56	2012-06-13	0.574	5.9	5.9	5.69	909000	-0.478245274494	-0.863399691646	-5.3260000000000005	-0.240428187939	-0.430500356514	1.0319073844	-0.0427744970349	-0.0141857328307	1.0
57	2012-06-14	0.576	5.83	5.9	5.6	1345000	0.131996716126	-0.860007890547	-5.2540000000000004	0.289298729193	-0.430538931898	1.0319073844	0.00944659480848	0.0297040283738	1.0
58	2012-06-15	0.589	5.87	5.9	5.81	685000	-0.499994027223	-0.856548254005	-5.281000000000001	-0.921405191465	-0.430565963121	0.984671864687	0.0019019044855	-0.010767730594	1.0
59	2012-06-18	0.6	5.98	6.1	5.94	693000	-0.172791096688	-0.856562320894	-5.380000000000001	-0.539316057399	-0.430595433251	1.0319073844	-0.00741800708994	-0.00567338331135	1.0
60	2012-06-19	0.614	6.0	6.38	5.98	2155000	1.19362715306	-0.852075874178	-5.386	0.791534859283	-0.430542590259	0.929494976003	0.00278951511173	0.00608280272557	0.0
61	2012-06-20	0.61	6.15	6.15	6.07	868000	-0.569363526933	-0.859137757231	-5.54	-0.998681009949	-0.430487592899	1.0319073844	-0.0302000131632	-0.016732906472	0.0
