#index	date	close	open	high	low	volume	dVolume	percent_change	dollar_change	spread	var	entropy	slope	concavity	answer
40	2006-10-20	7.667728	8.66	8.68	8.45	286100	-0.527846493574	-1.44735355722	-0.9922719999999998	-0.717387782994	-0.5776453287	-3.59320828226	-0.77994638644	-0.765547628542	1.0
41	2006-10-23	7.731172	8.46	8.56	8.31	411300	0.664021689925	-0.849066649934	-0.7288280000000009	-0.626506333191	-0.5776453287	-4.13089620781	0.522879757487	0.80354367586	0.0
42	2006-10-24	7.667728	8.46	8.56	8.4	485400	0.169997905746	-1.00687675136	-0.7922720000000005	-0.996980681471	-0.577916292395	-4.8405941181	-0.339185435709	-0.54802604246	1.0
43	2006-10-25	7.876188	8.48	8.7	8.39	473900	-0.22117845208	-0.534560587524	-0.6038120000000005	-0.390748894454	-0.560326639883	-0.0519677604011	0.684921097661	0.562628344251	0.0
44	2006-10-26	7.867125	8.75	8.86	8.58	436800	-0.325941468816	-1.15945835469	-0.8828750000000003	-0.531897930983	-0.561076927796	-0.599466530482	-0.399681209465	-0.63654855235	0.0
45	2006-10-27	7.676791	8.69	8.69	8.47	371200	-0.463905334979	-1.4897297719	-1.0132089999999998	-0.760653254589	-0.566612659041	-1.02273262321	-0.382401402201	0.141191298417	0.0
46	2006-10-30	7.658664	8.55	8.6	8.44	369600	-0.183986973336	-1.22994984106	-0.8913360000000008	-1.00030561632	-0.569069361224	0.0269253698096	0.267934184816	0.341955760741	1.0
47	2006-10-31	7.667728	8.42	8.49	8.33	524500	0.628507270844	-0.916270358517	-0.7522719999999996	-0.99532508726	-0.57354791311	0.110505915059	-0.0345458758742	-0.2404073896	0.0
48	2006-11-01	7.59522	8.59	8.61	8.37	745400	0.632462705447	-1.47314615797	-0.9947799999999996	-0.66759419294	-0.575322765847	0.110505915059	-0.211714675617	-0.0655733910748	1.0
49	2006-11-02	7.722109	8.35	8.56	8.35	450100	-0.935921444271	-0.618571515044	-0.627891	-0.785872309195	-0.578598327142	-0.106394195816	0.460224246204	0.350806752475	1.0
50	2006-11-03	7.767426	8.52	8.61	8.47	491200	-0.000493267410462	-0.894949539187	-0.7525739999999992	-1.08592700311	-0.578631084266	-0.106394195816	-0.125292277897	-0.367186654171	1.0
51	2006-11-06	7.948697	8.62	8.96	8.6	895300	1.40294038293	-0.674985570607	-0.6713029999999991	-0.204518860344	-0.56190781364	-0.0572253711568	0.462388036218	0.339426751481	1.0
52	2006-11-07	8.066522	8.87	9.04	8.87	546700	-0.922879611905	-0.94237035794	-0.8034779999999984	-0.989149455726	-0.53229681497	-0.239713761442	0.0302669891186	-0.269813396724	1.0
53	2006-11-08	8.365617	8.89	9.38	8.86	976000	1.33113022798	-0.277441924905	-0.5243830000000003	0.359772372463	-0.421666789182	-1.62812496261	0.676281194029	0.348911382105	1.0
54	2006-11-09	8.719095	9.4	9.76	9.39	2131500	2.09612132171	-0.560495591962	-0.680905000000001	-0.292261013664	-0.164148476084	-2.51439617931	0.486155399418	-0.172747627679	0.0
55	2006-11-10	8.664714	9.57	9.8	9.54	1048000	-1.15115592077	-1.02680617315	-0.9052860000000003	-0.705839973972	-0.0190621558698	-1.93748445491	-0.58765608667	-0.492704257029	0.0
56	2006-11-13	8.447189	9.55	9.56	9.0	1312300	0.308225811264	-1.46621952452	-1.1028110000000009	0.42560586288	-0.0213939664522	-1.38998568474	-0.308941482127	0.305596887962	0.0
57	2006-11-14	8.329363	9.34	9.44	9.1	980000	-0.661624004043	-1.31318511178	-1.0106369999999991	-0.371333226249	-0.0842161346581	-2.23825755475	0.030270564843	0.158900083954	0.0
58	2006-11-15	8.284047	9.1	9.33	9.0	1075900	0.0120643447701	-0.923039934757	-0.8159530000000004	-0.388745404814	-0.21276056709	-2.01367699441	-0.0237397984119	-0.092128075515	0.0
59	2006-11-16	8.220601	9.29	9.55	9.05	970600	-0.363523515693	-1.45854555604	-1.0693989999999989	0.253659228741	-0.315776606763	-1.57776528509	-0.144742788243	-0.0696882591234	0.0
60	2006-11-17	8.102776	9.0	9.16	8.79	866400	-0.381723951994	-1.13402865128	-0.8972239999999996	-0.210814876896	-0.404029042225	-1.3446680322	-0.222512171341	-0.0168774836315	1.0
61	2006-11-20	8.111839	9.06	9.19	8.92	527900	-0.925432630217	-1.23844519284	-0.9481610000000007	-0.60751819418	-0.438654369473	-0.906757793925	0.192310236346	0.212640754604	1.0
62	2006-11-21	8.555951	9.05	9.55	9.04	860400	1.032924451	-0.184963518534	-0.4940490000000004	0.281402419906	-0.454412769342	-0.388660273369	1.09543451909	0.35997768563	0.0
63	2006-11-22	8.383745	9.56	9.62	9.23	688800	-0.558429397076	-1.62534154202	-1.1762550000000012	-0.204057497458	-0.454496153502	-0.0655264778517	-1.18613151269	-1.21954582993	1.0
64	2006-11-24	8.646587	9.65	9.75	9.51	514900	-0.660181977616	-1.22428491589	-1.003413	-0.782443428589	-0.47050469271	0.00866753260908	1.19049801235	1.42921678563	0.0
65	2006-11-27	8.383745	9.59	9.63	9.19	1067200	1.88258674769	-1.68307099219	-1.2062550000000005	-0.0197799270674	-0.503829104939	0.250065892198	-1.20773937675	-1.39406396828	0.0
66	2006-11-28	8.383745	9.2	9.28	9.0	885900	-0.501709337396	-0.903221419722	-0.816255	-0.594069005646	-0.507143341445	0.417797178501	0.566093101781	1.11148073532	0.0
67	2006-11-29	8.374681	9.24	9.32	9.14	569000	-0.862143129841	-1.00687822118	-0.8653189999999995	-0.976982975228	-0.506830687642	0.516705023449	-0.1468982349	-0.524317308814	1.0
68	2006-11-30	8.682841	9.38	9.59	9.38	856300	0.793187485524	-0.600210367465	-0.697159000000001	-0.882525232582	-0.47250272616	0.442511012988	0.825364109046	0.49908606656	0.0
69	2006-12-01	8.637523	9.58	9.62	9.44	1210600	0.618250887259	-1.10642167762	-0.9424770000000002	-0.999679205453	-0.465379971407	0.603266898499	-0.635189144399	-0.811073632294	0.0
70	2006-12-04	8.610333	9.55	9.57	9.33	693200	-0.995845968224	-1.10673322776	-0.939667	-0.775837886871	-0.50039859113	0.682160028709	0.153425425606	0.563266831796	0.0
