#index	date	close	open	high	low	volume	dVolume	percent_change	dollar_change	spread	var	entropy	slope	concavity	answer
40	2013-10-10	29.219999	29.299999	29.84	28.860001	709600	0.8772486772486773	-0.0027303755198079802	-0.0799999999999983	0.0334927899348185	1.8703847364	1.56666575472	0.29499483333333504	-1.2500153333332946	0
41	2013-10-11	28.85	29.1	29.18	28.67	139000	-0.8041149943630215	-0.008591065292096219	-0.25	0.01760138050043134	1.5449096256	1.57224732055	-0.9799955000000118	-2.0599809166666936	0
42	2013-10-14	28.48	28.610001	29.190001	28.48	277900	0.9992805755395684	-0.004543900575186979	-0.13000100000000003	0.024873042128690744	1.0262450088	1.57224732055	-0.15666849999999974	2.0241524999999947	0
43	2013-10-15	28.120001	28.459999	28.65	27.75	539500	0.9413458078445484	-0.011946521853356403	-0.33999800000000135	0.031813361611876936	0.504241385801	1.5812031417	-0.35166449999999827	-0.5574915000000166	1
44	2013-10-16	28.9	28.370001	29.299999	28.360001	332000	-0.38461538461538464	0.018681670120491014	0.5299990000000001	0.03282688959617791	0.1695758776	1.56048735338	1.7266636666666646	3.2966570833333626	1
45	2013-10-17	29.219999	28.969999	29.219999	28.639999	507400	0.5283132530120482	0.008629617142893238	0.25	0.019934697368437847	0.135099884001	1.56048735338	-0.44333366666665935	-4.562493416666683	1
46	2013-10-18	29.360001	29.360001	29.85	29.290001	453500	-0.10622782814347655	0.0	0.0	0.01907353477269981	0.141275896801	1.55153153223	0.14333783333331596	1.823340249999968	0
47	2013-10-21	29.190001	29.33	29.719999	28.860001	234400	-0.4831312017640573	-0.0047732355949539566	-0.13999899999999954	0.029391592115659775	0.128639868001	1.53328278287	-0.3683359999999875	-0.8158476666666701	0
48	2013-10-22	29.1	29.16	29.379999	29.02	184800	-0.21160409556313994	-0.0020576131687242358	-0.05999999999999872	0.012358359079986335	0.131508860401	1.50498328443	0.07999883333332984	0.9466721666666539	0
49	2013-10-23	29.0	29.040001	29.049999	28.719999	116800	-0.36796536796536794	-0.001377444856148599	-0.040001000000000175	0.01137146775721104	0.1318438572	1.48594269881	-0.1349988333333426	-0.5399960833333542	0
